항목명,2015,2017,2019,2021,2023,False_count
일가정양립제도인지도_배우자출산휴가제인지여부,True,True,False,False,False,3
일가정양립제도인지도_유연근무제인지여부,True,True,False,False,False,3
일가정양립제도인지도_육아기근로시간단축제인지여부,True,True,False,False,False,3
일가정양립제도인지도_육아휴직제인지여부,True,True,False,False,False,3
일가정양립제도인지도_직장보육지원인지여부,True,True,False,False,False,3
일가정양립제도인지도_출산전후휴가제인지여부,True,True,False,False,False,3
일과 가정생활의 우선도,False,False,True,True,False,3
임금근로자 유형,False,False,True,True,False,3
임금근로자구분코드,True,True,False,False,True,2
자녀 교육 등과 관련-시간,False,False,True,False,False,4
자녀 교육 등과 관련-주기,False,False,True,False,False,4
자녀 교육 등과 관련-횟수,False,False,True,False,False,4
자녀 유무,False,False,True,True,False,3
자녀유무,False,False,False,False,True,4
자식세대_계층이동코드,False,False,False,False,True,4
자식세대계층이동코드,True,True,False,False,False,3
자식세대의 계층이동,False,False,True,True,False,3
자신의 방역 수칙 준수,False,False,False,True,False,4
자원봉사_아동청소년노인장애인재소자관련시간수,True,True,False,False,False,3
자원봉사_아동청소년노인장애인재소자관련횟수,True,True,False,False,False,3
자원봉사활동 여부,False,False,True,True,False,3
자원봉사활동 참여 이유,False,False,False,True,False,4
자원봉사활동 참여하지 않은 이유,False,False,False,True,False,4
자원봉사활동_국가지역행사관련시간수,True,True,False,False,False,3
자원봉사활동_국가지역행사관련횟수,True,True,False,False,False,3
자원봉사활동_기타일반봉사관련시간수,True,True,False,False,False,3
자원봉사활동_기타일반봉사관련횟수,True,True,False,False,False,3
자원봉사활동_자녀교육관련시간수,True,True,False,False,False,3
자원봉사활동_자녀교육관련횟수,True,True,False,False,False,3
자원봉사활동_재해지역주민돕기시설복구관련시간수,True,True,False,False,False,3
자원봉사활동_재해지역주민돕기시설복구관련횟수,True,True,False,False,False,3
자원봉사활동_환경보전범죄예방관련시간수,True,True,False,False,False,3
자원봉사활동_환경보전범죄예방관련횟수,True,True,False,False,False,3
자원봉사활동미참여사유코드,False,False,False,False,True,4
자원봉사활동여부,True,True,False,False,True,2
자원봉사활동인지경로코드,True,False,False,False,False,4
자원봉사활동정기성여부,True,False,False,False,False,4
자원봉사활동정기성주기코드,True,False,False,False,False,4
자원봉사활동주기성여부,False,True,False,False,False,4
자원봉사활동주기성코드,False,True,False,False,False,4
자원봉사활동참여사유코드,False,False,False,False,True,4
장애구분인지여부,False,True,False,False,False,4
장애인 관련 시설,False,False,True,True,False,3
장애인 복지사업,False,False,True,True,False,3
장애인 복지카드 소유 여부,False,False,True,False,False,4
장애인견해코드,True,False,False,False,False,4
장애인과의 유대관계 여부 및 대상,False,False,True,True,False,3
장애인과의 유대관계 여부 및 대상[대상[1순위]],False,False,True,True,False,3
장애인과의 유대관계 여부 및 대상[대상[2순위]],False,False,True,True,False,3
장애인과의 유대관계 여부 및 대상[대상[3순위]],False,False,True,True,False,3
장애인관련시설견해코드,True,True,False,False,True,2
장애인복지사업견해코드,True,True,False,False,True,2
장애인복지카드_소유여부,False,False,False,False,True,4
장애인복지카드소유여부,True,True,False,False,False,3
장애인유대관계대상_1순위코드,False,True,False,False,True,3
장애인유대관계대상_2순위코드,False,True,False,False,True,3
장애인유대관계대상_3순위코드,False,True,False,False,True,3
장애인유대관계여부,False,True,False,False,True,3
재택근무,False,False,False,True,False,4
재택근무_코로나,False,False,False,True,False,4
재택근무_효율성,False,False,False,True,False,4
재택근무가 비효율적인 이유[1순위],False,False,False,True,False,4
재택근무가 비효율적인 이유[2순위],False,False,False,True,False,4
재택근무가 비효율적인 이유[3순위],False,False,False,True,False,4
재학상태코드,True,True,False,False,True,2
재학학년코드,True,True,False,False,False,3
재해 지역 주민 돕기 및 시설 복구 등과 관련-시간,False,False,True,False,False,4
재해 지역 주민 돕기 및 시설 복구 등과 관련-주기,False,False,True,False,False,4
재해 지역 주민 돕기 및 시설 복구 등과 관련-횟수,False,False,True,False,False,4
전문성을 활용한 자원봉사 활동,False,False,True,False,False,4
전문성을 활용한 자원봉사 활동 여부,False,False,True,False,False,4
전문성활용자원봉사활동_구분코드,False,False,False,False,True,4
전문성활용자원봉사활동_참석여부,False,False,False,False,True,4
전문성활용자원봉사활동내용코드,True,False,False,False,False,4
전문성활용자원봉사활동여부,True,False,False,False,False,4
전반적일자리만족도코드,True,False,False,False,False,4
점유형태,False,False,True,True,False,3
점유형태코드,True,True,False,False,True,2
정기기부_물품기부_주기코드,False,True,False,False,False,4
정기기부_물품기부여부,False,True,False,False,False,4
정기기부_물품기부주기코드,True,False,False,False,False,4
정기기부_현금기부여부,False,True,False,False,False,4
정기기부_현금기부주기코드,True,False,False,False,False,4
종사상의 지위,False,False,True,True,False,3
종사상지위코드,True,True,False,False,True,2
주관적 만족감,False,False,True,True,False,3
주관적 만족감_코로나,False,False,False,True,False,4
주관적 소득수준,False,False,True,True,False,3
주관적만족감코드,True,True,False,False,True,2
주관적소득수준코드,True,True,False,False,True,2
주말(휴일포함)에 여가활동을 함께 하는 사람,False,False,True,True,False,3
주말(휴일포함)의 여가 활용[1순위],False,False,True,True,False,3
주말(휴일포함)의 여가 활용[2순위],False,False,True,True,False,3
주말(휴일포함)의 여가 활용[3순위],False,False,True,True,False,3
주말여가활동_동반자코드,False,True,False,False,True,3
주말휴일여가활용_1순위코드,True,True,False,False,True,2
주말휴일여가활용_2순위코드,True,True,False,False,True,2
주말휴일여가활용_3순위코드,True,True,False,False,True,2
주중에 여가활동을 함께 하는 사람,False,False,True,True,False,3
주중여가활동_동반자코드,False,True,False,False,True,3
주중여가활용_1순위코드,False,True,False,False,True,3
주중여가활용_2순위코드,False,True,False,False,True,3
주중여가활용_3순위코드,False,True,False,False,True,3
주중의 여가 활용[1순위],False,False,True,True,False,3
주중의 여가 활용[2순위],False,False,True,True,False,3
주중의 여가 활용[3순위],False,False,True,True,False,3
지난 1주간 경제활동상태,False,False,True,True,False,3
지난 1주간 경제활동상태_코로나,False,False,False,True,False,4
지난1주간경제활동여부,True,True,False,False,True,2
직업 선택 요인[1순위],False,False,True,True,False,3
직업 선택 요인[2순위],False,False,True,True,False,3
직업 선택 요인[3순위],False,False,True,True,False,3
직업대분류코드,True,True,False,False,True,2
직업선택요인_1순위코드,True,True,False,False,True,2
직업선택요인_2순위코드,True,True,False,False,True,2
직업선택요인_3순위코드,True,True,False,False,True,2
직업코드,False,False,True,True,False,3
직장산업대분류코드,True,True,False,False,True,2
참여단체_1순위코드,True,True,False,False,False,3
참여단체_2순위코드,True,True,False,False,False,3
참여단체_3순위코드,True,True,False,False,False,3
청년선호직장코드,True,True,False,False,True,2
청년이 선호하는 직장,False,False,True,True,False,3
"코로나19 일상 생활 변화[마스크 착용, 손 씻기 등 방역·위생 활동 강화]_변화가 지속될 가능성에 대한 견해",False,False,False,True,False,4
"코로나19 일상 생활 변화[마스크 착용, 손 씻기 등 방역·위생 활동 강화]_변화에 대한 견해",False,False,False,True,False,4
코로나19 일상 생활 변화[배달·배송을 통한 소비 활동 증가]_변화가 지속될 가능성에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[배달·배송을 통한 소비 활동 증가]_변화에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[온라인 학습의 확산]_변화가 지속될 가능성에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[온라인 학습의 확산]_변화에 대한 견해,False,False,False,True,False,4
"코로나19 일상 생활 변화[재택근무, 원격 근무, 유연 근무제의 확산]_변화가 지속될 가능성에 대한 견해",False,False,False,True,False,4
"코로나19 일상 생활 변화[재택근무, 원격 근무, 유연 근무제의 확산]_변화에 대한 견해",False,False,False,True,False,4
코로나19 일상 생활 변화[직장에서의 단체 회식 감소]_변화가 지속될 가능성에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[직장에서의 단체 회식 감소]_변화에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[집에서 즐기는 여가·취미 생활 문화 발달]_변화가 지속될 가능성에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[집에서 즐기는 여가·취미 생활 문화 발달]_변화에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[친목·사교 목적의 모임 감소]_변화가 지속될 가능성에 대한 견해,False,False,False,True,False,4
코로나19 일상 생활 변화[친목·사교 목적의 모임 감소]_변화에 대한 견해,False,False,False,True,False,4
타인의 방역 수칙 준수,False,False,False,True,False,4
항후 늘려야 할 공공시설[3순위],False,False,True,True,False,3
해외여행 경험,False,False,True,True,False,3
해외여행 경험_코로나,False,False,False,True,False,4
해외여행 횟수[가사(가족·친지 방문 등)],False,False,True,False,False,4
해외여행 횟수[관광],False,False,True,False,False,4
해외여행 횟수[교육(어학연수 포함)],False,False,True,False,False,4
해외여행 횟수[업무],False,False,True,False,False,4
해외여행경험_가족친지관련횟수,True,True,False,False,False,3
해외여행경험_관광횟수,True,True,False,False,False,3
해외여행경험_교육횟수,True,True,False,False,False,3
해외여행경험_업무횟수,True,True,False,False,False,3
해외여행경험여부,True,True,False,False,True,2
행정구역(시도),False,False,True,True,False,3
행정구역시도코드,True,True,False,False,True,2
향후 기부 의사,False,False,True,True,False,3
향후 늘려야 할 공공시설[1순위],False,False,True,True,False,3
향후 늘려야 할 공공시설[2순위],False,False,True,True,False,3
향후 늘려야 할 복지서비스[1순위],False,False,True,True,False,3
향후 늘려야 할 복지서비스[2순위],False,False,True,True,False,3
향후 늘려야 할 복지서비스[3순위],False,False,True,True,False,3
향후 살고 싶은 곳,False,False,True,True,False,3
향후 자녀와 동거 의향,False,False,True,True,False,3
향후 자원봉사 활동 의사,False,False,True,True,False,3
향후기부의사여부,True,True,False,False,True,2
향후자녀동거의향여부,True,True,False,False,True,2
향후자원봉사활동의사여부,True,True,False,False,True,2
향후추가대상공공시설_1순위코드,True,True,False,False,True,2
향후추가대상공공시설_2순위코드,True,True,False,False,True,2
향후추가대상공공시설_3순위코드,True,True,False,False,True,2
향후추가대상복지서비스_1순위코드,True,True,False,False,True,2
향후추가대상복지서비스_2순위코드,True,True,False,False,True,2
향후추가대상복지서비스_3순위코드,True,True,False,False,True,2
향후희망거처코드,True,True,False,False,True,2
향후희망여가활동_1순위코드,True,True,False,False,True,2
향후희망여가활동_2순위코드,True,True,False,False,True,2
향후희망여가활동_3순위코드,True,True,False,False,True,2
현금기부_주기성여부,False,True,False,False,False,4
현재 소득 여부,False,False,True,True,False,3
현재 자녀와 동거 여부,False,False,True,True,False,3
현재 자녀와 동거 이유[1순위],False,False,True,True,False,3
현재 자녀와 동거 이유[2순위],False,False,True,True,False,3
현재 자녀와 동거 이유[3순위],False,False,True,True,False,3
현재 자녀와 동거하지 않는 이유[1순위],False,False,True,True,False,3
현재 자녀와 동거하지 않는 이유[2순위],False,False,True,True,False,3
현재 자녀와 동거하지 않는 이유[3순위],False,False,True,True,False,3
현재소득여부,True,True,False,False,True,2
현재자녀동거사유_1순위코드,True,True,False,False,True,2
현재자녀동거사유_2순위코드,True,True,False,False,True,2
현재자녀동거사유_3순위코드,True,True,False,False,True,2
현재자녀동거여부,True,True,False,False,True,2
현재자녀비동거사유_1순위코드,True,True,False,False,True,2
현재자녀비동거사유_2순위코드,True,True,False,False,True,2
현재자녀비동거사유_3순위코드,True,True,False,False,True,2
혼인상태,False,False,True,True,False,3
혼인상태코드,True,True,False,False,True,2
혼인신고 여부,False,False,True,True,False,3
혼인신고여부,False,False,False,False,True,4
"환경 보전, 범죄 예방 등과 관련-시간",False,False,True,False,False,4
"환경 보전, 범죄 예방 등과 관련-주기",False,False,True,False,False,4
"환경 보전, 범죄 예방 등과 관련-횟수",False,False,True,False,False,4
활동 제약 상태[계단을 오르는 데 어려움],False,False,False,True,False,4
활동 제약 상태[계단을 오르는 데 어려움]_지속 예상 기간,False,False,False,True,False,4
활동 제약 상태[기억하거나 집중하는 데 어려움],False,False,False,True,False,4
활동 제약 상태[기억하거나 집중하는 데 어려움]_지속 예상 기간,False,False,False,True,False,4
활동 제약 상태[보청기를 사용해도 듣는 데 어려움],False,False,False,True,False,4
활동 제약 상태[보청기를 사용해도 듣는 데 어려움]_지속 예상 기간,False,False,False,True,False,4
활동 제약 상태[스스로 자기 관리 활동을 하는 데 어려움],False,False,False,True,False,4
활동 제약 상태[스스로 자기 관리 활동을 하는 데 어려움]_지속 예상 기간,False,False,False,True,False,4
활동 제약 상태[안경을 써도 보는 데 어려움],False,False,False,True,False,4
활동 제약 상태[안경을 써도 보는 데 어려움]_지속 예상 기간,False,False,False,True,False,4
"활동 제약 상태[일상생활에서 말을 하거나 듣고, 이해하는 데 어려움]",False,False,False,True,False,4
"활동 제약 상태[일상생활에서 말을 하거나 듣고, 이해하는 데 어려움]_지속 예상 기간",False,False,False,True,False,4
활동제약상태(계단을오르는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(계단을오르는데어려움)_지속예상기간코드,False,False,False,False,True,4
활동제약상태(기억하거나집중하는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(기억하거나집중하는데어려움)_지속예상기간코드,False,False,False,False,True,4
활동제약상태(보청기를사용해도듣는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(보청기를사용해도듣는데어려움)_지속예상기간코드,False,False,False,False,True,4
활동제약상태(스스로자기관리활동을하는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(스스로자기관리활동을하는데어려움)_지속예상기간코드,False,False,False,False,True,4
활동제약상태(안경을써도보는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(안경을써도보는데어려움)_지속예상기간코드,False,False,False,False,True,4
활동제약상태(일상생활에서말을하거나듣고이해하는데어려움)_어려움정도코드,False,False,False,False,True,4
활동제약상태(일상생활에서말을하거나듣고이해하는데어려움)_지속예상기간코드,False,False,False,False,True,4
